,e1,e2,time,r
1149,SZ002044,SZ300124,2019-06-26 08:08:00,same_industry
1562,SZ300124,SZ002044,2019-06-26 08:08:00,same_industry
6755,SZ002594,SH601939,2019-06-26 10:59:00,cooperate
6447,SH601939,SZ002594,2019-06-26 10:59:00,cooperate
9995,SZ300498,SZ300760,2019-06-26 14:53:00,rise
10653,SZ300760,SZ300498,2019-06-26 14:53:00,rise
3519,SZ000938,SH600498,2019-06-26 15:18:00,same_industry
3059,SH600498,SZ000938,2019-06-26 15:18:00,same_industry
2244,SZ000651,SH600690,2019-06-26 15:46:00,same_industry
1158,SH600690,SZ000651,2019-06-26 15:46:00,same_industry
8331,SH600036,SH600519,2019-06-26 17:32:00,fall
8218,SH600519,SH600036,2019-06-26 17:32:00,fall
11882,SH601989,SH600482,2019-06-26 18:10:00,invest
12045,SH600482,SH601989,2019-06-26 18:10:00,invest
7828,SH600481,SH600508,2019-06-26 19:54:00,cooperate
7415,SH600508,SH600481,2019-06-26 19:54:00,cooperate
5046,SH601138,SZ002415,2019-06-26 20:21:00,increase_holding
4359,SZ002415,SH601138,2019-06-26 20:21:00,increase_holding
8153,SH601066,SH600030,2019-06-27 04:30:00,fall
8736,SH600030,SH601066,2019-06-27 04:30:00,fall
4685,SZ300760,SH600519,2019-06-27 08:37:00,increase_holding
4431,SH600519,SZ300760,2019-06-27 08:37:00,increase_holding
8140,SH601066,SH603019,2019-06-27 09:25:00,fall
7975,SH603019,SH601066,2019-06-27 09:25:00,fall
9809,SZ002939,SH601066,2019-06-27 09:47:00,rise
9699,SH601066,SZ002939,2019-06-27 09:47:00,rise
6495,SH600050,SH600718,2019-06-27 10:55:00,cooperate
6369,SH600718,SH600050,2019-06-27 10:55:00,cooperate
10080,SH600050,SZ000063,2019-06-27 13:29:00,rise
10419,SZ000063,SH600050,2019-06-27 13:29:00,rise
7378,SZ002624,SH603000,2019-06-27 15:06:00,cooperate
7167,SH603000,SZ002624,2019-06-27 15:06:00,cooperate
3355,SH600570,SZ000977,2019-06-27 16:05:00,same_industry
2258,SZ000977,SH600570,2019-06-27 16:05:00,same_industry
11937,SZ000723,SZ002027,2019-06-28 10:53:00,invest
12020,SZ002027,SZ000723,2019-06-28 10:53:00,invest
5702,SH601988,SH601939,2019-06-28 15:29:00,cooperate
6469,SH601939,SH601988,2019-06-28 15:29:00,cooperate
6468,SH601939,SH601600,2019-06-30 09:19:00,cooperate
7729,SH601600,SH601939,2019-06-30 09:19:00,cooperate
9790,SH600519,SH601099,2019-06-30 20:30:00,rise
10508,SH601099,SH600519,2019-06-30 20:30:00,rise
12306,SH601066,SH600030,2019-07-01 07:30:00,be_reduced_holding
12369,SH600030,SH601066,2019-07-01 07:30:00,be_reduced_holding
7108,SZ000166,SZ002174,2019-07-01 10:49:00,cooperate
6791,SZ002174,SZ000166,2019-07-01 10:49:00,cooperate
10613,SH600518,SH600519,2019-07-01 14:07:00,rise
9785,SH600519,SH600518,2019-07-01 14:07:00,rise
9770,SH600519,SH601288,2019-07-01 15:30:00,rise
10941,SH601288,SH600519,2019-07-01 15:30:00,rise
11556,SH601318,SZ000333,2019-07-01 22:22:00,rise
11071,SZ000333,SH601318,2019-07-01 22:22:00,rise
4017,SH601318,SH601398,2019-07-02 07:53:00,same_industry
3620,SH601398,SH601318,2019-07-02 07:53:00,same_industry
6518,SH600050,SZ002024,2019-07-02 08:37:00,cooperate
6892,SZ002024,SH600050,2019-07-02 08:37:00,cooperate
9622,SH601336,SH601318,2019-07-02 09:29:00,rise
11571,SH601318,SH601336,2019-07-02 09:29:00,rise
11122,SH600685,SH600150,2019-07-02 12:06:00,rise
10609,SH600150,SH600685,2019-07-02 12:06:00,rise
2458,SZ300760,SZ000661,2019-07-02 13:26:00,same_industry
2032,SZ000661,SZ300760,2019-07-02 13:26:00,same_industry
10603,SZ000001,SZ000063,2019-07-02 17:31:00,rise
10003,SH600036,SH600585,2019-07-02 17:31:00,rise
9411,SH600585,SH600036,2019-07-02 17:31:00,rise
10428,SZ000063,SZ000001,2019-07-02 17:31:00,rise
2297,SZ000001,SZ000063,2019-07-02 17:46:00,same_industry
2079,SZ000063,SZ000001,2019-07-02 17:46:00,same_industry
8590,SZ002463,SH601881,2019-07-02 19:18:00,fall
8276,SH601881,SZ002463,2019-07-02 19:18:00,fall
2670,SH600369,SH600109,2019-07-02 22:18:00,same_industry
2613,SH600109,SH600369,2019-07-02 22:18:00,same_industry
6362,SH601766,SH688009,2019-07-03 08:13:00,cooperate
5746,SH688009,SH601766,2019-07-03 08:13:00,cooperate
6639,SH688561,SH601066,2019-07-03 12:40:00,cooperate
6143,SH601066,SH688561,2019-07-03 12:40:00,cooperate
6645,SH688561,SH601066,2019-07-03 12:52:00,cooperate
6145,SH601066,SH688561,2019-07-03 12:52:00,cooperate
36,SH601988,SH601878,2019-07-03 19:47:00,same_industry
3146,SH601878,SH601988,2019-07-03 19:47:00,same_industry
5079,SH601988,SH600578,2019-07-03 19:52:00,supply
5285,SH600578,SH601988,2019-07-03 19:52:00,supply
2713,SH600837,SH601211,2019-07-03 21:06:00,same_industry
3732,SH601211,SH600837,2019-07-03 21:06:00,same_industry
9068,SH601688,SH601155,2019-07-04 17:14:00,fall
8436,SH601155,SH601688,2019-07-04 17:14:00,fall
146,SH600999,SZ000776,2019-07-05 07:11:00,same_industry
1960,SZ000776,SH600999,2019-07-05 07:11:00,same_industry
10202,SH601155,SZ300782,2019-07-05 09:26:00,rise
9240,SZ300782,SH601155,2019-07-05 09:26:00,rise
5199,SH600584,SH601988,2019-07-05 17:54:00,supply
5081,SH601988,SH600584,2019-07-05 17:54:00,supply
4617,SH601229,SH600018,2019-07-05 18:28:00,increase_holding
4476,SH600018,SH601229,2019-07-05 18:28:00,increase_holding
5128,SH603019,SH601288,2019-07-07 11:00:00,supply
5565,SH601288,SH603019,2019-07-07 11:00:00,supply
5569,SH601288,SH603019,2019-07-07 11:22:00,supply
5125,SH603019,SH601288,2019-07-07 11:22:00,supply
2729,SH601966,SZ300413,2019-07-07 14:36:00,same_industry
1284,SZ300413,SH601966,2019-07-07 14:36:00,same_industry
914,SH600663,SH600837,2019-07-07 19:15:00,same_industry
2714,SH600837,SH600663,2019-07-07 19:15:00,same_industry
6632,SZ000656,SH601155,2019-07-08 09:11:00,cooperate
6672,SH601155,SZ000656,2019-07-08 09:11:00,cooperate
7081,SH600019,SH600050,2019-07-08 09:16:00,cooperate
6532,SH600050,SH600019,2019-07-08 09:16:00,cooperate
2295,SZ000001,SH600036,2019-07-08 11:55:00,same_industry
1463,SH600036,SZ000001,2019-07-08 11:55:00,same_industry
6976,SZ000001,SH600036,2019-07-08 11:55:00,cooperate
6424,SH600036,SZ000001,2019-07-08 11:55:00,cooperate
6531,SH600050,SZ000063,2019-07-08 14:27:00,cooperate
6843,SZ000063,SH600050,2019-07-08 14:27:00,cooperate
11400,SZ000858,SZ002415,2019-07-08 17:32:00,rise
9662,SZ002415,SZ000858,2019-07-08 17:32:00,rise
7358,SH601857,SH600028,2019-07-08 17:58:00,cooperate
6550,SH600028,SH601857,2019-07-08 17:58:00,cooperate
6818,SZ002600,SH601377,2019-07-08 18:36:00,cooperate
5743,SH601377,SZ002600,2019-07-08 18:36:00,cooperate
9136,SH601318,SH601155,2019-07-09 15:06:00,fall
8435,SH601155,SH601318,2019-07-09 15:06:00,fall
1802,SH600309,SH600426,2019-07-09 15:30:00,same_industry
3853,SH600426,SH600309,2019-07-09 15:30:00,same_industry
6720,SH601992,SZ000401,2019-07-09 16:58:00,cooperate
7170,SZ000401,SH601992,2019-07-09 16:58:00,cooperate
12453,SZ000826,SZ000826,2019-07-09 19:42:00,superior
3462,SH600016,SH600015,2019-07-09 19:55:00,same_industry
3658,SH600015,SH600016,2019-07-09 19:55:00,same_industry
3914,SH601688,SZ000776,2019-07-10 02:37:00,same_industry
1965,SZ000776,SH601688,2019-07-10 02:37:00,same_industry
3116,SZ002142,SH600000,2019-07-10 10:35:00,same_industry
600,SH600000,SZ002142,2019-07-10 10:35:00,same_industry
11998,SH600642,SH600848,2019-07-10 15:54:00,invest
11966,SH600848,SH600642,2019-07-10 15:54:00,invest
4358,SH601111,SH600115,2019-07-11 09:04:00,increase_holding
4601,SH600115,SH601111,2019-07-11 09:04:00,increase_holding
7710,SZ000758,SH601669,2019-07-11 17:14:00,cooperate
6100,SH601669,SZ000758,2019-07-11 17:14:00,cooperate
1571,SH600028,SZ002648,2019-07-11 19:00:00,same_industry
3644,SZ002648,SH600028,2019-07-11 19:00:00,same_industry
3376,SH688012,SH688009,2019-07-11 19:14:00,same_industry
114,SH688009,SH688012,2019-07-11 19:14:00,same_industry
2632,SZ300122,SZ300003,2019-07-12 04:25:00,same_industry
2793,SZ300003,SZ300122,2019-07-12 04:25:00,same_industry
10041,SH601939,SH601318,2019-07-12 12:06:00,rise
11575,SH601318,SH601939,2019-07-12 12:06:00,rise
3837,SZ000858,SH601788,2019-07-12 18:20:00,same_industry
3559,SH601788,SZ000858,2019-07-12 18:20:00,same_industry
1840,SZ002069,SZ002450,2019-07-15 06:19:00,same_industry
342,SZ002450,SZ002069,2019-07-15 06:19:00,same_industry
1944,SZ000686,SZ000783,2019-07-15 06:22:00,same_industry
4180,SZ000750,SZ002500,2019-07-15 06:22:00,same_industry
2476,SZ000783,SZ000686,2019-07-15 06:22:00,same_industry
2490,SZ000783,SZ002500,2019-07-15 06:22:00,same_industry
2796,SZ002500,SZ000783,2019-07-15 06:22:00,same_industry
2802,SZ002500,SZ000750,2019-07-15 06:22:00,same_industry
3891,SH601688,SZ000063,2019-07-15 07:55:00,same_industry
2077,SZ000063,SH601688,2019-07-15 07:55:00,same_industry
1701,SZ002120,SZ002352,2019-07-15 11:13:00,same_industry
3401,SZ002352,SZ002120,2019-07-15 11:13:00,same_industry
8536,SZ000423,SH601878,2019-07-15 16:33:00,fall
8838,SH601878,SZ000423,2019-07-15 16:33:00,fall
8535,SZ000423,SZ002008,2019-07-15 17:02:00,fall
7932,SZ002008,SZ000423,2019-07-15 17:02:00,fall
282,SZ002008,SZ000423,2019-07-15 23:59:00,same_industry
1994,SZ000423,SZ002008,2019-07-15 23:59:00,same_industry
1993,SZ000423,SH601995,2019-07-16 09:26:00,same_industry
1356,SH601995,SZ000423,2019-07-16 09:26:00,same_industry
10196,SH600085,SH600196,2019-07-16 09:55:00,rise
10582,SH600196,SH600085,2019-07-16 09:55:00,rise
9237,SZ300782,SH601698,2019-07-16 15:01:00,rise
10046,SH601698,SZ300782,2019-07-16 15:01:00,rise
8109,SH601336,SH601318,2019-07-16 15:10:00,fall
9122,SH601318,SH601336,2019-07-16 15:10:00,fall
11047,SZ000725,SZ000002,2019-07-16 17:31:00,rise
9417,SZ000002,SZ000725,2019-07-16 17:31:00,rise
283,SZ002008,SH600703,2019-07-16 18:16:00,same_industry
775,SH600703,SZ002008,2019-07-16 18:16:00,same_industry
6635,SZ002493,SZ000703,2019-07-16 19:04:00,cooperate
6444,SZ000703,SZ002493,2019-07-16 19:04:00,cooperate
9221,SH601377,SH601698,2019-07-16 19:19:00,rise
10047,SH601698,SH601377,2019-07-16 19:19:00,rise
285,SZ002008,SZ000423,2019-07-17 02:52:00,same_industry
1990,SZ000423,SZ002008,2019-07-17 02:52:00,same_industry
10376,SH600115,SH601111,2019-07-17 13:36:00,rise
9641,SH601111,SH600115,2019-07-17 13:36:00,rise
9426,SZ000002,SZ000725,2019-07-17 17:31:00,rise
10021,SH600036,SH600031,2019-07-17 17:31:00,rise
11423,SH600031,SH600036,2019-07-17 17:31:00,rise
11040,SZ000725,SZ000002,2019-07-17 17:31:00,rise
7233,SH600030,SH601398,2019-07-17 18:35:00,cooperate
7588,SH601398,SH600030,2019-07-17 18:35:00,cooperate
4955,SZ000100,SH601229,2019-07-17 18:54:00,increase_holding
4618,SH601229,SZ000100,2019-07-17 18:54:00,increase_holding
3217,SZ300033,SZ300059,2019-07-17 18:57:00,same_industry
3434,SZ300059,SZ300033,2019-07-17 18:57:00,same_industry
220,SH600918,SZ000783,2019-07-17 19:45:00,same_industry
2488,SZ000783,SH600918,2019-07-17 19:45:00,same_industry
5208,SH600875,SZ002129,2019-07-17 20:15:00,supply
5663,SZ002129,SH600875,2019-07-17 20:15:00,supply
7592,SH601398,SH601995,2019-07-17 22:23:00,cooperate
6399,SH601995,SH601398,2019-07-17 22:23:00,cooperate
11960,SH601229,SZ000100,2019-07-18 07:55:00,invest
12050,SZ000100,SH601229,2019-07-18 07:55:00,invest
2737,SH601998,SH601166,2019-07-18 08:11:00,same_industry
2433,SH601166,SH601998,2019-07-18 08:11:00,same_industry
1402,SZ300498,SZ002311,2019-07-18 08:53:00,same_industry
1320,SZ002311,SZ300498,2019-07-18 08:53:00,same_industry
9915,SH601881,SH601698,2019-07-18 19:07:00,rise
10045,SH601698,SH601881,2019-07-18 19:07:00,rise
2510,SH601916,SZ000001,2019-07-19 07:23:00,same_industry
2293,SZ000001,SH601916,2019-07-19 07:23:00,same_industry
6152,SZ000630,SH601186,2019-07-19 15:30:00,cooperate
7394,SH601186,SZ000630,2019-07-19 15:30:00,cooperate
3296,SZ000333,SZ000568,2019-07-19 15:32:00,same_industry
588,SZ000568,SZ000333,2019-07-19 15:32:00,same_industry
9429,SZ000002,SZ000858,2019-07-19 17:31:00,rise
11396,SZ000858,SZ000002,2019-07-19 17:31:00,rise
11741,SH601231,SH601398,2019-07-19 19:04:00,reduce_holding
11821,SH601398,SH601231,2019-07-19 19:04:00,reduce_holding
985,SH600519,SZ000423,2019-07-20 12:28:00,same_industry
1989,SZ000423,SH600519,2019-07-20 12:28:00,same_industry
1331,SH600383,SH600376,2019-07-22 09:02:00,same_industry
242,SH600376,SH600383,2019-07-22 09:02:00,same_industry
9979,SH601995,SH600519,2019-07-22 12:50:00,rise
9762,SH600519,SH601995,2019-07-22 12:50:00,rise
10436,SZ000063,SZ002415,2019-07-22 17:31:00,rise
4681,SH601166,SH601155,2019-07-22 17:31:00,increase_holding
9656,SZ002415,SZ000063,2019-07-22 17:31:00,rise
4542,SH601155,SH601166,2019-07-22 17:31:00,increase_holding
9655,SZ002415,SH601211,2019-07-22 18:48:00,rise
11383,SH601211,SZ002415,2019-07-22 18:48:00,rise
4790,SH600030,SH600837,2019-07-22 21:09:00,increase_holding
4765,SH600837,SH600030,2019-07-22 21:09:00,increase_holding
2699,SH600837,SH600030,2019-07-22 21:09:00,same_industry
2919,SH600030,SH600837,2019-07-22 21:09:00,same_industry
2671,SH600369,SH600779,2019-07-23 11:18:00,same_industry
614,SH600779,SH600369,2019-07-23 11:18:00,same_industry
7722,SH600733,SZ300750,2019-07-23 12:12:00,cooperate
6250,SZ300750,SH600733,2019-07-23 12:12:00,cooperate
12140,SZ300168,SH601628,2019-07-23 16:44:00,be_increased_holding
12114,SH601628,SZ300168,2019-07-23 16:44:00,be_increased_holding
4346,SH601901,SH601155,2019-07-23 18:05:00,increase_holding
4543,SH601155,SH601901,2019-07-23 18:05:00,increase_holding
12935,SH601211,SZ300168,2019-07-23 18:12:00,dispute
12777,SZ300168,SH601211,2019-07-23 18:12:00,dispute
12748,SZ000002,SH600999,2019-07-23 22:15:00,dispute
12727,SH600999,SZ000002,2019-07-23 22:15:00,dispute
11784,SH600030,SH601066,2019-07-24 16:37:00,reduce_holding
11709,SH601066,SH600030,2019-07-24 16:37:00,reduce_holding
12825,SH601169,SZ002450,2019-07-24 19:47:00,dispute
12741,SZ002450,SH601169,2019-07-24 19:47:00,dispute
12689,SH601155,SZ000656,2019-07-24 20:47:00,be_invested
12687,SZ000656,SH601155,2019-07-24 20:47:00,be_invested
11940,SH601155,SZ000656,2019-07-24 20:49:00,invest
11939,SZ000656,SH601155,2019-07-24 20:49:00,invest
12164,SH601155,SZ000656,2019-07-24 20:50:00,be_increased_holding
12163,SZ000656,SH601155,2019-07-24 20:50:00,be_increased_holding
6339,SZ300168,SH601398,2019-07-24 21:06:00,cooperate
7578,SH601398,SZ300168,2019-07-24 21:06:00,cooperate
8607,SH603858,SH601155,2019-07-24 22:09:00,fall
8438,SH601155,SH603858,2019-07-24 22:09:00,fall
2921,SH600030,SZ000776,2019-07-25 08:11:00,same_industry
1961,SZ000776,SH600030,2019-07-25 08:11:00,same_industry
7107,SZ000166,SZ000776,2019-07-25 16:53:00,cooperate
6783,SZ000776,SZ000166,2019-07-25 16:53:00,cooperate
9722,SZ002475,SZ002415,2019-07-25 17:33:00,rise
4425,SH600519,SH600036,2019-07-25 17:33:00,increase_holding
9659,SZ002415,SZ002475,2019-07-25 17:33:00,rise
4493,SH600036,SH600519,2019-07-25 17:33:00,increase_holding
2584,SH601555,SH600918,2019-07-25 17:34:00,same_industry
228,SH600918,SH601555,2019-07-25 17:34:00,same_industry
4364,SZ002415,SH600519,2019-07-25 17:41:00,increase_holding
4419,SH600519,SZ002415,2019-07-25 17:41:00,increase_holding
7642,SZ000100,SZ300014,2019-07-25 20:46:00,cooperate
5841,SZ300014,SZ000100,2019-07-25 20:46:00,cooperate
512,SH601628,SH601319,2019-07-26 07:02:00,same_industry
1611,SH601319,SH601628,2019-07-26 07:02:00,same_industry
8342,SH600036,SH601398,2019-07-26 09:25:00,fall
8995,SH601398,SH600036,2019-07-26 09:25:00,fall
4427,SH600519,SZ002475,2019-07-26 17:39:00,increase_holding
4392,SZ002475,SH600519,2019-07-26 17:39:00,increase_holding
5817,SH600068,SH601668,2019-07-26 19:21:00,cooperate
7009,SH601668,SH600068,2019-07-26 19:21:00,cooperate
6051,SH601728,SZ000625,2019-07-26 19:27:00,cooperate
7043,SZ000625,SH601728,2019-07-26 19:27:00,cooperate
12522,SZ000656,SH601155,2019-07-26 20:09:00,superior
12524,SH601155,SZ000656,2019-07-26 20:09:00,superior
8733,SH600030,SH601788,2019-07-27 06:03:00,fall
8992,SH601788,SH600030,2019-07-27 06:03:00,fall
11944,SH600340,SH601318,2019-07-27 07:03:00,invest
12069,SH601318,SH600340,2019-07-27 07:03:00,invest
3575,SH601788,SH600030,2019-07-27 08:07:00,same_industry
2877,SH600030,SH601788,2019-07-27 08:07:00,same_industry
805,SZ002415,SH600519,2019-07-27 08:22:00,same_industry
8213,SH600519,SZ002415,2019-07-27 08:22:00,fall
1024,SH600519,SZ002415,2019-07-27 08:22:00,same_industry
8133,SZ002415,SH600519,2019-07-27 08:22:00,fall
3862,SH600031,SZ000725,2019-07-29 13:06:00,same_industry
3269,SZ000725,SH600031,2019-07-29 13:06:00,same_industry
11395,SZ000858,SZ300498,2019-07-29 17:31:00,rise
9996,SZ300498,SZ000858,2019-07-29 17:31:00,rise
3157,SZ002624,SH603000,2019-07-29 17:44:00,same_industry
2667,SH603000,SZ002624,2019-07-29 17:44:00,same_industry
5265,SZ002152,SH601398,2019-07-29 18:04:00,supply
5631,SH601398,SZ002152,2019-07-29 18:04:00,supply
6131,SZ002415,SZ002405,2019-07-29 18:44:00,cooperate
6440,SZ002405,SZ002415,2019-07-29 18:44:00,cooperate
2019,SH601229,SH601169,2019-07-30 03:25:00,same_industry
1696,SH601169,SH601229,2019-07-30 03:25:00,same_industry
7691,SH601688,SZ000166,2019-07-30 07:04:00,cooperate
7106,SZ000166,SH601688,2019-07-30 07:04:00,cooperate
8105,SH601336,SH601628,2019-07-30 09:24:00,fall
8029,SH601628,SH601336,2019-07-30 09:24:00,fall
1548,SH600050,SH601728,2019-07-30 10:34:00,same_industry
669,SH601728,SH600050,2019-07-30 10:34:00,same_industry
12577,SH603000,SZ000009,2019-07-30 11:04:00,superior
12507,SZ000009,SH603000,2019-07-30 11:04:00,superior
12606,SZ300251,SZ002310,2019-07-30 12:08:00,superior
12497,SZ002310,SZ300251,2019-07-30 12:08:00,superior
6427,SH600036,SH600340,2019-07-30 18:43:00,cooperate
6690,SH600340,SH600036,2019-07-30 18:43:00,cooperate
1209,SZ000157,SZ003816,2019-07-31 07:32:00,same_industry
2496,SZ003816,SZ000157,2019-07-31 07:32:00,same_industry
471,SZ000402,SH601328,2019-07-31 11:17:00,same_industry
310,SH601328,SZ000402,2019-07-31 11:17:00,same_industry
8668,SH600682,SZ002470,2019-07-31 15:34:00,fall
8416,SZ002470,SH600682,2019-07-31 15:34:00,fall
12813,SZ300085,SH600436,2019-07-31 17:19:00,dispute
12881,SH600436,SZ300085,2019-07-31 17:19:00,dispute
2855,SH600030,SH600837,2019-08-01 08:27:00,same_industry
2717,SH600837,SH600030,2019-08-01 08:27:00,same_industry
3228,SH601888,SH601995,2019-08-01 10:54:00,same_industry
1359,SH601995,SH601888,2019-08-01 10:54:00,same_industry
10788,SH601601,SZ300498,2019-08-01 17:55:00,rise
9990,SZ300498,SH601601,2019-08-01 17:55:00,rise
12143,SH600018,SH601229,2019-08-01 18:42:00,be_increased_holding
12179,SH601229,SH600018,2019-08-01 18:42:00,be_increased_holding
12174,SH600115,SH603885,2019-08-01 18:46:00,be_increased_holding
12161,SH603885,SH600115,2019-08-01 18:46:00,be_increased_holding
545,SH600989,SZ000166,2019-08-02 04:22:00,same_industry
2560,SZ000166,SH600989,2019-08-02 04:22:00,same_industry
9142,SH601318,SH601336,2019-08-02 09:19:00,fall
8107,SH601336,SH601318,2019-08-02 09:19:00,fall
3969,SH600177,SH601899,2019-08-02 11:47:00,same_industry
3686,SH601899,SH600177,2019-08-02 11:47:00,same_industry
10978,SH601878,SH601901,2019-08-02 19:52:00,rise
9604,SH601901,SH601878,2019-08-02 19:52:00,rise
3492,SZ002555,SZ002027,2019-08-04 12:28:00,same_industry
3253,SZ002027,SZ002555,2019-08-04 12:28:00,same_industry
12246,SZ002426,SZ002812,2019-08-04 16:51:00,be_increased_holding
12091,SZ002812,SZ002426,2019-08-04 16:51:00,be_increased_holding
12112,SH601628,SZ300168,2019-08-04 20:05:00,be_increased_holding
12141,SZ300168,SH601628,2019-08-04 20:05:00,be_increased_holding
12619,SZ002426,SZ002812,2019-08-04 22:23:00,superior
12433,SZ002812,SZ002426,2019-08-04 22:23:00,superior
1219,SZ000066,SH601398,2019-08-05 04:30:00,same_industry
3605,SH601398,SZ000066,2019-08-05 04:30:00,same_industry
9997,SZ300498,SZ002714,2019-08-05 07:00:00,rise
9338,SZ002714,SZ300498,2019-08-05 07:00:00,rise
11332,SH601899,SH600547,2019-08-05 10:20:00,rise
9348,SH600547,SH601899,2019-08-05 10:20:00,rise
7757,SH601318,SZ000725,2019-08-05 18:10:00,cooperate
7432,SZ000725,SH601318,2019-08-05 18:10:00,cooperate
2573,SH601298,SH600017,2019-08-06 11:41:00,same_industry
2266,SH600017,SH601298,2019-08-06 11:41:00,same_industry
1787,SH601108,SH601377,2019-08-06 16:49:00,same_industry
92,SH601377,SH601108,2019-08-06 16:49:00,same_industry
9813,SZ002939,SH601236,2019-08-06 17:30:00,rise
9397,SH601236,SZ002939,2019-08-06 17:30:00,rise
6551,SH600028,SH601939,2019-08-06 18:51:00,cooperate
6464,SH601939,SH600028,2019-08-06 18:51:00,cooperate
7988,SH601236,SZ002463,2019-08-06 19:00:00,fall
8589,SZ002463,SH601236,2019-08-06 19:00:00,fall
5633,SH601398,SZ300085,2019-08-06 19:42:00,supply
5335,SZ300085,SH601398,2019-08-06 19:42:00,supply
3031,SH600887,SH601318,2019-08-07 00:43:00,same_industry
4040,SH601318,SH600887,2019-08-07 00:43:00,same_industry
3716,SH601990,SH601236,2019-08-07 01:26:00,same_industry
422,SH601236,SH601990,2019-08-07 01:26:00,same_industry
113,SH688009,SH688008,2019-08-07 09:26:00,same_industry
901,SH688008,SH688009,2019-08-07 09:26:00,same_industry
6300,SZ000157,SZ300124,2019-08-07 10:02:00,cooperate
6541,SZ300124,SZ000157,2019-08-07 10:02:00,cooperate
11225,SH603993,SH600547,2019-08-07 16:11:00,rise
9349,SH600547,SH603993,2019-08-07 16:11:00,rise
5340,SH601633,SZ002594,2019-08-07 17:09:00,supply
5401,SZ002594,SH601633,2019-08-07 17:09:00,supply
12357,SH600150,SH600685,2019-08-07 18:20:00,be_reduced_holding
12388,SH600685,SH600150,2019-08-07 18:20:00,be_reduced_holding
12030,SH600685,SH600150,2019-08-07 18:28:00,invest
11983,SH600150,SH600685,2019-08-07 18:28:00,invest
